com.samsung.health.floors_climbed,6302031,7
start_time,custom,update_time,create_time,client_data_id,client_data_ver,floor,raw_data,time_offset,deviceuuid,pkg_name,end_time,datauuid
2024-02-08 23:39:19.509,,2024-02-08 23:51:17.988,2024-02-08 23:51:17.988,,,1.0,897bd6a3-9356-4135-a904-3e2fb705b27b.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-08 23:48:14.001,897bd6a3-9356-4135-a904-3e2fb705b27b,
2024-02-09 13:55:01.738,,2024-02-09 14:55:01.283,2024-02-09 14:55:01.283,,,1.0,96680791-d2cd-40bd-b403-29c0853f2fe4.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-09 14:55:01.218,96680791-d2cd-40bd-b403-29c0853f2fe4,
2024-02-09 14:55:01.218,,2024-02-09 14:59:39.959,2024-02-09 14:59:37.595,,,1.0,6d2da59a-6571-42e8-941e-2e70b4ec5182.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-09 14:58:54.000,6d2da59a-6571-42e8-941e-2e70b4ec5182,
2024-02-09 14:59:39.769,,2024-02-09 17:52:44.116,2024-02-09 17:52:43.800,,,2.0,1e47c3b1-b771-468a-a780-a4266d41c9e1.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-09 17:50:52.000,1e47c3b1-b771-468a-a780-a4266d41c9e1,
2024-02-09 21:13:05.022,,2024-02-09 21:19:57.672,2024-02-09 21:19:57.301,,,2.0,fbd40ced-eff7-4af3-96a4-09b340f544c7.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-09 21:16:03.000,fbd40ced-eff7-4af3-96a4-09b340f544c7,
2024-02-09 21:23:47.262,,2024-02-09 21:35:39.786,2024-02-09 21:35:39.352,,,2.0,7dcbd604-3ad0-45b5-826e-fa69f0326b2b.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-09 21:35:11.000,7dcbd604-3ad0-45b5-826e-fa69f0326b2b,
2024-02-09 21:48:03.855,,2024-02-09 22:07:08.733,2024-02-09 22:07:08.733,,,1.0,52ce30fe-bee9-40eb-a924-29964e430fc4.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-09 21:59:10.000,52ce30fe-bee9-40eb-a924-29964e430fc4,
2024-02-09 22:11:53.385,,2024-02-09 22:16:43.710,2024-02-09 22:16:43.710,,,1.0,1a6af447-88f5-46b0-b283-9658181d6fd8.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-09 22:13:16.000,1a6af447-88f5-46b0-b283-9658181d6fd8,
2024-02-09 22:26:29.721,,2024-02-09 22:27:43.531,2024-02-09 22:27:43.531,,,1.0,516b19f2-28c0-48d9-833f-7154a74b3646.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-09 22:27:43.298,516b19f2-28c0-48d9-833f-7154a74b3646,
2024-02-09 22:55:24.444,,2024-02-09 22:59:43.969,2024-02-09 22:59:43.617,,,2.0,745c7a26-33c7-4e93-bb85-90d19b72403d.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-09 22:57:48.000,745c7a26-33c7-4e93-bb85-90d19b72403d,
2024-02-10 00:07:58.972,,2024-02-10 00:26:16.983,2024-02-10 00:26:16.983,,,1.0,56785321-57e9-4246-8cee-d58a223e76dd.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-10 00:21:48.000,56785321-57e9-4246-8cee-d58a223e76dd,
2024-02-10 13:18:02.799,,2024-02-10 16:17:02.464,2024-02-10 16:17:02.464,,,1.0,7bb95f9f-73e2-4bb7-9a34-7c8d04513afa.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-10 16:15:59.000,7bb95f9f-73e2-4bb7-9a34-7c8d04513afa,
2024-02-10 16:59:35.461,,2024-02-10 17:04:52.940,2024-02-10 17:04:52.940,,,1.0,3c6db53a-7f41-403a-b3b6-dfb250a292f5.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-10 17:02:57.000,3c6db53a-7f41-403a-b3b6-dfb250a292f5,
2024-02-10 17:41:46.889,,2024-02-10 20:06:31.819,2024-02-10 20:06:31.554,,,3.0,5df5be7e-9f62-4f73-8e01-2f79d62f34a7.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-10 20:03:46.000,5df5be7e-9f62-4f73-8e01-2f79d62f34a7,
2024-02-12 05:00:00.173,,2024-02-12 13:58:24.045,2024-02-12 13:58:21.238,,,1.0,fcd230d8-2ae4-4dc0-b798-6908536dd4ea.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-12 13:58:01.001,fcd230d8-2ae4-4dc0-b798-6908536dd4ea,
2024-02-12 14:55:33.489,,2024-02-12 15:00:50.637,2024-02-12 15:00:50.637,,,1.0,5648440d-e4f3-42d6-b270-b0f9572de1d2.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-12 14:57:22.999,5648440d-e4f3-42d6-b270-b0f9572de1d2,
2024-02-12 15:34:00.987,,2024-02-12 16:10:19.197,2024-02-12 16:10:18.946,,,2.0,d1b9a6e1-0f09-42ab-abf5-9418e6e1b9a4.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-12 16:08:54.000,d1b9a6e1-0f09-42ab-abf5-9418e6e1b9a4,
2024-02-12 16:21:40.702,,2024-02-12 16:38:54.496,2024-02-12 16:38:54.496,,,1.0,b6e514ff-71e3-4a02-8289-1e87e080e5c1.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-12 16:37:48.000,b6e514ff-71e3-4a02-8289-1e87e080e5c1,
2024-02-12 17:15:01.723,,2024-02-12 17:30:28.052,2024-02-12 17:30:28.052,,,1.0,b4b8973c-5c1b-471c-b06b-a0f0596d62c3.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-12 17:19:07.000,b4b8973c-5c1b-471c-b06b-a0f0596d62c3,
2024-02-12 17:19:07.000,,2024-02-12 18:10:28.155,2024-02-12 18:10:27.950,,,2.0,a49e88e4-b833-4db8-9f73-6b794a740e62.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-12 18:06:56.000,a49e88e4-b833-4db8-9f73-6b794a740e62,
2024-02-12 23:01:41.341,,2024-02-12 23:25:34.350,2024-02-12 23:25:34.350,,,1.0,b7cbb02b-cbed-4944-bb14-a1e0a21c0395.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-12 23:22:46.000,b7cbb02b-cbed-4944-bb14-a1e0a21c0395,
2024-02-13 00:35:01.085,,2024-02-13 00:47:52.757,2024-02-13 00:47:52.533,,,2.0,23812087-deda-46b7-bd05-151420c6e9d2.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-13 00:43:27.001,23812087-deda-46b7-bd05-151420c6e9d2,
2024-02-13 14:46:18.352,,2024-02-13 15:02:14.197,2024-02-13 15:02:14.197,,,1.0,e6674dc1-f164-4eb9-a20d-95bd01fc449d.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-13 14:55:31.001,e6674dc1-f164-4eb9-a20d-95bd01fc449d,
2024-02-13 16:09:27.480,,2024-02-13 16:25:41.439,2024-02-13 16:25:41.439,,,1.0,1c832a4e-f6e7-49aa-aa7e-419f0e6dd468.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-13 16:12:59.000,1c832a4e-f6e7-49aa-aa7e-419f0e6dd468,
2024-02-13 16:28:13.521,,2024-02-13 16:31:20.329,2024-02-13 16:30:27.128,,,1.0,f1766d5e-c27d-4edd-a8e4-cecd433b5e3f.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-13 16:30:27.036,f1766d5e-c27d-4edd-a8e4-cecd433b5e3f,
2024-02-13 18:54:21.816,,2024-02-13 20:15:47.077,2024-02-13 20:15:45.468,,,1.0,1b90fb1a-2e80-417f-8ca3-e8db3c34d83d.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-13 20:15:21.001,1b90fb1a-2e80-417f-8ca3-e8db3c34d83d,
2024-02-13 20:15:46.909,,2024-02-13 21:46:52.878,2024-02-13 21:46:52.878,,,1.0,352f5b53-cad2-45af-872d-57dfa1d83f64.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-13 21:43:38.001,352f5b53-cad2-45af-872d-57dfa1d83f64,
2024-02-13 21:53:58.138,,2024-02-13 21:56:25.098,2024-02-13 21:56:25.098,,,2.0,52e59d3e-6409-408d-a4f7-4497baa98e64.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-13 21:56:24.971,52e59d3e-6409-408d-a4f7-4497baa98e64,
2024-02-14 13:54:20.766,,2024-02-14 13:56:51.205,2024-02-14 13:56:51.205,,,1.0,4ec377d0-df74-421b-9c73-9a1d3c314c60.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-14 13:56:39.000,4ec377d0-df74-421b-9c73-9a1d3c314c60,
2024-02-14 13:58:55.430,,2024-02-14 15:01:29.811,2024-02-14 15:01:29.811,,,1.0,9902ee17-7b0f-401f-b9b4-e5a946777233.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-14 14:58:58.000,9902ee17-7b0f-401f-b9b4-e5a946777233,
2024-02-14 15:01:32.590,,2024-02-14 15:08:47.225,2024-02-14 15:08:47.225,,,1.0,525f1c5c-c4b8-4226-bc62-95b4a8991069.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-14 15:07:18.000,525f1c5c-c4b8-4226-bc62-95b4a8991069,
2024-02-14 16:52:17.900,,2024-02-14 16:58:05.386,2024-02-14 16:58:05.386,,,1.0,b31214e9-536e-4e9b-8e34-bfff55acb33b.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-14 16:54:25.999,b31214e9-536e-4e9b-8e34-bfff55acb33b,
2024-02-14 17:05:31.849,,2024-02-14 17:15:47.253,2024-02-14 17:15:47.076,,,2.0,8f81d894-7d8b-4106-babc-997b16b8cb93.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-14 17:12:30.000,8f81d894-7d8b-4106-babc-997b16b8cb93,
2024-02-14 19:35:05.071,,2024-02-14 19:50:04.526,2024-02-14 19:50:04.276,,,2.0,3e53b46a-ff4e-4cf9-bff0-e4bf2b8c6d9b.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-14 19:36:23.999,3e53b46a-ff4e-4cf9-bff0-e4bf2b8c6d9b,
2024-02-14 19:36:24.000,,2024-02-14 20:52:05.696,2024-02-14 20:52:05.696,,,1.0,abf0d198-0f56-4f80-aa83-16aa6804f4d0.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-14 20:45:29.001,abf0d198-0f56-4f80-aa83-16aa6804f4d0,
2024-02-14 20:45:29.001,,2024-02-14 20:52:06.531,2024-02-14 20:52:06.253,,,2.0,eb1ac760-ec00-4854-9679-412ecc10683f.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-14 20:49:01.001,eb1ac760-ec00-4854-9679-412ecc10683f,
2024-02-14 20:52:08.766,,2024-02-14 22:39:27.127,2024-02-14 22:39:27.127,,,1.0,fa99e999-2ca0-4634-9fa4-452cad8c2013.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-14 22:35:48.999,fa99e999-2ca0-4634-9fa4-452cad8c2013,
2024-02-15 18:55:10.377,,2024-02-15 19:03:45.681,2024-02-15 19:03:45.681,,,1.0,d4a57356-2bcc-4cb0-ad1e-68d235a1853d.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-15 19:00:15.001,d4a57356-2bcc-4cb0-ad1e-68d235a1853d,
2024-02-16 11:07:51.997,,2024-02-16 13:55:01.605,2024-02-16 13:55:01.605,,,1.0,2a3b924c-bc30-4282-864c-5291ec574ae7.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-16 13:51:26.000,2a3b924c-bc30-4282-864c-5291ec574ae7,
2024-02-16 13:56:49.515,,2024-02-16 14:54:38.265,2024-02-16 14:54:38.076,,,2.0,98bbcfc2-652c-47d7-ada0-7c20d9c9cd07.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-16 14:54:10.001,98bbcfc2-652c-47d7-ada0-7c20d9c9cd07,
2024-02-16 16:11:51.367,,2024-02-16 16:14:23.356,2024-02-16 16:14:23.356,,,1.0,9f2c4bb7-31a5-4ba3-8db3-353751291720.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-16 16:14:23.244,9f2c4bb7-31a5-4ba3-8db3-353751291720,
2024-02-16 17:35:10.443,,2024-02-16 17:36:49.016,2024-02-16 17:36:49.016,,,1.0,fae66d3a-20b3-409f-b38f-416fe3bb7938.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-16 17:36:48.940,fae66d3a-20b3-409f-b38f-416fe3bb7938,
2024-02-16 17:47:17.821,,2024-02-16 17:49:10.354,2024-02-16 17:49:10.354,,,2.0,06f49c8f-88df-4ec3-aaea-1e92e3e8b7e6.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-16 17:49:10.226,06f49c8f-88df-4ec3-aaea-1e92e3e8b7e6,
2024-02-16 23:15:58.307,,2024-02-17 00:08:41.168,2024-02-17 00:08:41.168,,,1.0,200dd84c-fb78-40a5-b097-df3e263fc9e8.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-17 00:08:41.121,200dd84c-fb78-40a5-b097-df3e263fc9e8,
2024-02-17 05:53:45.224,,2024-02-17 16:49:43.376,2024-02-17 16:49:43.376,,,1.0,ec0040c6-d164-4a23-97fb-c07d0cecdb18.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-17 16:47:48.000,ec0040c6-d164-4a23-97fb-c07d0cecdb18,
2024-02-17 17:15:26.747,,2024-02-17 18:24:57.274,2024-02-17 18:24:56.821,,,2.0,6ada1d5d-83c4-458c-9d86-c46da444ef7d.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-17 17:17:04.000,6ada1d5d-83c4-458c-9d86-c46da444ef7d,
2024-02-18 17:40:55.459,,2024-02-18 17:59:05.833,2024-02-18 17:59:03.836,,,1.0,5cb44dba-42ae-4211-9b8b-d51936a9f064.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-18 17:58:05.999,5cb44dba-42ae-4211-9b8b-d51936a9f064,
2024-02-18 18:48:17.730,,2024-02-18 18:53:24.114,2024-02-18 18:53:24.114,,,1.0,b401368d-3f64-4c8b-b8b8-15812e665105.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-18 18:51:26.000,b401368d-3f64-4c8b-b8b8-15812e665105,
2024-02-18 19:02:33.127,,2024-02-18 19:05:56.039,2024-02-18 19:05:39.523,,,2.0,4c83fec5-8cca-4b33-9915-6b9644579f6e.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-18 19:05:05.000,4c83fec5-8cca-4b33-9915-6b9644579f6e,
2024-02-18 22:26:29.267,,2024-02-18 23:36:17.262,2024-02-18 23:36:17.262,,,1.0,34d091b1-c75f-4dc2-a50c-907bae84be47.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-18 23:34:04.000,34d091b1-c75f-4dc2-a50c-907bae84be47,
2024-02-19 13:55:09.018,,2024-02-19 14:55:15.387,2024-02-19 14:55:15.387,,,1.0,292052f8-e7da-418f-9834-f1074222174f.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-19 14:55:15.339,292052f8-e7da-418f-9834-f1074222174f,
2024-02-19 14:55:15.339,,2024-02-19 15:01:56.715,2024-02-19 15:01:56.715,,,1.0,64e53dca-dabc-452d-b95c-4a8d4cad2500.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-19 14:58:38.000,64e53dca-dabc-452d-b95c-4a8d4cad2500,
2024-02-19 15:05:54.269,,2024-02-19 15:07:15.522,2024-02-19 15:07:15.522,,,2.0,10c0913f-853b-416d-acde-aa7b01d79e04.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-19 15:07:15.409,10c0913f-853b-416d-acde-aa7b01d79e04,
2024-02-19 17:03:12.305,,2024-02-19 17:14:18.464,2024-02-19 17:14:18.464,,,1.0,1bbbf072-8048-4c48-a66f-e52c1d3d9e9e.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-19 17:10:49.000,1bbbf072-8048-4c48-a66f-e52c1d3d9e9e,
2024-02-19 19:55:50.195,,2024-02-19 20:58:52.053,2024-02-19 20:58:52.053,,,1.0,c743d4f3-7984-4726-ab84-9b9fa37430e0.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-19 20:57:44.000,c743d4f3-7984-4726-ab84-9b9fa37430e0,
2024-02-19 23:15:58.129,,2024-02-19 23:35:23.041,2024-02-19 23:35:22.656,,,2.0,615d740e-8c4c-4880-ac46-a512a698af6f.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-19 23:27:28.000,615d740e-8c4c-4880-ac46-a512a698af6f,
2024-02-19 23:35:25.403,,2024-02-20 00:42:58.199,2024-02-20 00:42:58.199,,,1.0,68dc1a76-e205-4ac2-bf46-6876b5802eca.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-20 00:40:10.000,68dc1a76-e205-4ac2-bf46-6876b5802eca,
2024-02-20 17:27:56.406,,2024-02-20 19:10:06.175,2024-02-20 19:10:06.175,,,1.0,817f0638-b814-4bbb-a230-4a016fa95820.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-20 19:03:54.000,817f0638-b814-4bbb-a230-4a016fa95820,
2024-02-20 19:58:35.761,,2024-02-20 20:25:13.933,2024-02-20 20:25:13.303,,,2.0,5fd639d7-3b4f-4bf9-87cd-6f9159d7e2c7.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-20 20:21:06.000,5fd639d7-3b4f-4bf9-87cd-6f9159d7e2c7,
2024-02-20 21:55:01.967,,2024-02-20 21:58:49.211,2024-02-20 21:58:49.211,,,1.0,38631921-7989-4148-874a-23035487e24c.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-20 21:58:49.138,38631921-7989-4148-874a-23035487e24c,
2024-02-20 23:29:28.028,,2024-02-21 01:23:08.253,2024-02-21 01:23:08.253,,,1.0,7329a0d2-42be-4138-8f03-2ba8363f82d6.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-21 01:20:56.000,7329a0d2-42be-4138-8f03-2ba8363f82d6,
2024-02-21 05:00:00.176,,2024-02-21 13:57:47.608,2024-02-21 13:57:45.876,,,1.0,bfbcbaf4-0f6d-43e7-b676-82fc7afa5eaa.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-21 13:56:57.001,bfbcbaf4-0f6d-43e7-b676-82fc7afa5eaa,
2024-02-21 14:55:06.080,,2024-02-21 15:06:09.252,2024-02-21 15:06:09.252,,,1.0,5bd74f9b-2ab2-480b-a0c6-90b4936e931c.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-21 15:03:54.000,5bd74f9b-2ab2-480b-a0c6-90b4936e931c,
2024-02-21 15:27:45.906,,2024-02-21 15:29:47.654,2024-02-21 15:28:53.943,,,2.0,fcb2ca74-b149-47e2-8fe8-e2a6969cd94b.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-21 15:28:53.861,fcb2ca74-b149-47e2-8fe8-e2a6969cd94b,
2024-02-21 16:15:09.723,,2024-02-21 16:36:28.440,2024-02-21 16:36:28.440,,,1.0,ac75dae8-154f-4749-b403-da11dd43924d.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-21 16:27:51.000,ac75dae8-154f-4749-b403-da11dd43924d,
2024-02-21 17:31:06.384,,2024-02-21 17:38:14.660,2024-02-21 17:38:14.660,,,1.0,d34c0a48-c6c5-4406-a511-0f31cbc5356f.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-21 17:33:17.000,d34c0a48-c6c5-4406-a511-0f31cbc5356f,
2024-02-21 17:44:14.371,,2024-02-21 17:57:54.809,2024-02-21 17:57:54.462,,,2.0,0d077b7f-cc66-4ec2-9967-4076ae502254.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-21 17:47:34.000,0d077b7f-cc66-4ec2-9967-4076ae502254,
2024-02-21 19:50:26.382,,2024-02-21 19:56:34.735,2024-02-21 19:56:34.735,,,1.0,d0b9fb99-5193-4b65-9248-664802c7e63c.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-21 19:55:10.000,d0b9fb99-5193-4b65-9248-664802c7e63c,
2024-02-21 19:56:36.123,,2024-02-21 21:13:19.224,2024-02-21 21:13:18.902,,,3.0,7a553b3b-7097-4450-93c5-9efff341bff1.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-21 20:57:53.000,7a553b3b-7097-4450-93c5-9efff341bff1,
2024-02-21 23:09:56.314,,2024-02-21 23:14:31.496,2024-02-21 23:14:31.397,,,2.0,ee88305b-0108-45f8-8918-a5c7dda47687.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-21 23:13:15.000,ee88305b-0108-45f8-8918-a5c7dda47687,
2024-02-22 17:28:11.898,,2024-02-22 19:12:23.352,2024-02-22 19:12:23.352,,,1.0,8ffb1619-bc45-4a12-b5b7-9b66677b5454.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-22 19:06:01.000,8ffb1619-bc45-4a12-b5b7-9b66677b5454,
2024-02-22 21:06:00.704,,2024-02-22 22:02:39.577,2024-02-22 22:02:39.577,,,1.0,5c598dd1-12d3-4f3a-a283-84458ad52cce.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-22 21:58:50.000,5c598dd1-12d3-4f3a-a283-84458ad52cce,
2024-02-23 13:54:45.288,,2024-02-23 13:57:28.135,2024-02-23 13:57:28.135,,,1.0,585684db-7a14-496a-8f03-6c011a9096e8.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-23 13:57:28.047,585684db-7a14-496a-8f03-6c011a9096e8,
2024-02-23 13:57:28.047,,2024-02-23 14:57:41.237,2024-02-23 14:57:41.237,,,1.0,5802a79e-1f44-4933-af20-3c1b472b4237.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-23 14:56:04.000,5802a79e-1f44-4933-af20-3c1b472b4237,
2024-02-23 15:42:33.442,,2024-02-23 15:45:08.227,2024-02-23 15:45:08.227,,,1.0,0acc5235-e597-4f5d-9c86-25380d3302e3.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-23 15:45:08.077,0acc5235-e597-4f5d-9c86-25380d3302e3,
2024-02-23 16:55:02.882,,2024-02-23 17:00:04.031,2024-02-23 16:59:15.016,,,2.0,60a7f1c2-1fda-4820-b07d-18ad5104cd6a.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-23 16:59:14.960,60a7f1c2-1fda-4820-b07d-18ad5104cd6a,
2024-02-23 17:06:18.249,,2024-02-23 17:07:40.074,2024-02-23 17:07:40.074,,,1.0,3138668d-e9fe-4805-9bef-3422fd683b7c.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-23 17:07:39.881,3138668d-e9fe-4805-9bef-3422fd683b7c,
2024-02-23 19:56:42.753,,2024-02-23 21:13:30.706,2024-02-23 21:13:30.706,,,1.0,0eb5feed-e70c-4ee9-81ef-f18620b04059.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-23 21:09:35.000,0eb5feed-e70c-4ee9-81ef-f18620b04059,
2024-02-23 21:09:35.000,,2024-02-23 21:13:31.464,2024-02-23 21:13:31.112,,,3.0,482a2854-f49d-4db5-a817-518a6bf4fe70.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-23 21:11:31.000,482a2854-f49d-4db5-a817-518a6bf4fe70,
2024-02-23 23:10:45.798,,2024-02-23 23:21:30.559,2024-02-23 23:21:30.447,,,2.0,745d8af2-919f-4319-983a-0da342d7193d.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-23 23:16:49.000,745d8af2-919f-4319-983a-0da342d7193d,
2024-02-24 08:16:23.798,,2024-02-24 17:02:48.646,2024-02-24 17:02:48.646,,,1.0,a974e00e-7d19-4e8f-a13c-81c14914fe22.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-24 16:59:29.000,a974e00e-7d19-4e8f-a13c-81c14914fe22,
2024-02-24 19:22:35.677,,2024-02-24 20:11:16.868,2024-02-24 20:11:16.868,,,1.0,45ae7f82-cd85-4ffd-8738-e10bc3725aea.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-24 20:01:50.000,45ae7f82-cd85-4ffd-8738-e10bc3725aea,
2024-02-25 17:57:27.455,,2024-02-25 18:22:48.420,2024-02-25 18:22:48.420,,,1.0,4c4b6a4b-cc0a-4b73-8419-131e79450f14.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-25 18:19:06.000,4c4b6a4b-cc0a-4b73-8419-131e79450f14,
2024-02-25 18:54:42.366,,2024-02-25 19:04:19.868,2024-02-25 19:04:19.868,,,1.0,bf25d7f1-d23c-44c4-9c94-fddf3ade29fe.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-25 18:58:55.000,bf25d7f1-d23c-44c4-9c94-fddf3ade29fe,
2024-02-26 00:52:36.395,,2024-02-26 03:08:50.169,2024-02-26 03:08:49.996,,,2.0,ecac2d92-fdb5-4af6-9bc3-a791ae84ecfa.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-26 03:06:49.999,ecac2d92-fdb5-4af6-9bc3-a791ae84ecfa,
2024-02-26 13:41:23.902,,2024-02-26 14:00:57.699,2024-02-26 14:00:57.699,,,1.0,3be0b549-17c9-405b-b6da-e68c031a35ca.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-26 13:57:23.000,3be0b549-17c9-405b-b6da-e68c031a35ca,
2024-02-26 15:14:17.938,,2024-02-26 15:57:31.938,2024-02-26 15:57:31.938,,,1.0,91844d2f-e8f5-461d-8155-a8f6b9daca45.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-26 15:57:02.000,91844d2f-e8f5-461d-8155-a8f6b9daca45,
2024-02-26 16:35:42.993,,2024-02-26 16:38:35.605,2024-02-26 16:38:35.605,,,1.0,da7a03f6-0d69-4eb6-9d6c-0281bba2e801.raw_data.json,UTC-0500,sH3figesN6,com.sec.android.app.shealth,2024-02-26 16:38:35.523,da7a03f6-0d69-4eb6-9d6c-0281bba2e801,
